2.012226815194277652e-01,-1.280000000000000027e-01,5.800000000000002376e-02
1.937569983412780195e-01,-1.744750997184649211e-01,3.525304863650337295e-02
1.880914054867635077e-01,-2.085932812863751096e-01,2.414205564949288563e-02
1.844391107512768635e-01,-2.276961553858161680e-01,1.758264146607917133e-02
1.816526181737345702e-01,-2.368368866917946181e-01,1.259150498102895588e-02
1.788812187821443578e-01,-2.408108264710727697e-01,8.663078690990588804e-03
1.758051073773270190e-01,-2.424860608631290715e-01,5.740490585442098448e-03
1.724073457711715052e-01,-2.432428025559061902e-01,3.686416251199198246e-03
1.687706799934434454e-01,-2.436487573673029594e-01,2.298128056274384434e-03
1.649812998666430885e-01,-2.439090894696237521e-01,1.380570559264188146e-03
1.611012767932811507e-01,-2.440923675299902507e-01,7.800543309672280934e-04
1.571690922701754478e-01,-2.442237131271262074e-01,3.876039504940032021e-04
1.532069893408505024e-01,-2.443164885044346590e-01,1.302418314324538251e-04
1.492275157173756361e-01,-2.443807131329088222e-01,-3.954199185113305148e-05
1.452377834189074179e-01,-2.444245048280815902e-01,-1.523678457068522452e-04
1.412419027720949460e-01,-2.444541573821820135e-01,-2.279820592176740046e-04
1.372423000811099358e-01,-2.444742696744045540e-01,-2.791894769498814988e-04
1.332404279693036320e-01,-2.444880487980730099e-01,-3.143491894330718850e-04
1.292371595527674055e-01,-2.444976629331809259e-01,-3.389492423522821873e-04
1.252330165820182972e-01,-2.445045518092410775e-01,-3.566071473661003299e-04
1.212283064137633093e-01,-2.445096632710541673e-01,-3.697128910302716065e-04
1.172232060640772677e-01,-2.445136194650918970e-01,-3.798465129303263410e-04
1.132178142102177737e-01,-2.445168282695535100e-01,-3.880510313657159482e-04
1.092121834075628073e-01,-2.445195560521103983e-01,-3.950109835103299272e-04
1.052063401500493989e-01,-2.445219743489278064e-01,-4.011684545186522399e-04
1.012002976801404386e-01,-2.445241891928483513e-01,-4.067970408445642505e-04
9.719406478723441323e-02,-2.445262587374620877e-01,-4.120468338866256630e-04
9.318765282786461990e-02,-2.445282026414463128e-01,-4.169686013157092308e-04
8.918108264876847824e-02,-2.445300051848931233e-01,-4.215219426929595059e-04
8.517439287311262541e-02,-2.445316130454586734e-01,-4.255697201165364874e-04
8.116765105150285098e-02,-2.445329278778829440e-01,-4.288591281635112384e-04
7.716096945268824392e-02,-2.445337931830572908e-01,-4.309880992377501663e-04
7.315452777697507847e-02,-2.445339743301879754e-01,-4.313541382345853492e-04
6.914860585288742922e-02,-2.445331299391518831e-01,-4.290809836675069100e-04
6.514363049290156082e-02,-2.445307720797275375e-01,-4.229165660427081086e-04
6.114024223790108514e-02,-2.445262118296199216e-01,-4.110934583191339087e-04
5.713938981346343426e-02,-2.445184855394490486e-01,-3.911402691185728031e-04
5.314246271729805571e-02,-2.445062554532245747e-01,-3.596290551115544076e-04
4.915147487880302396e-02,-2.444876756685580022e-01,-3.118394699458126862e-04
4.516931278718249593e-02,-2.444602099620685753e-01,-2.413140686481074493e-04
4.120005522848432800e-02,-2.444203806438560445e-01,-1.392685400850857125e-04
3.724935170570305154e-02,-2.443634172276685501e-01,6.199360291309075066e-06
3.332481206418194675e-02,-2.442827663685738782e-01,2.111948712643085813e-04
2.943635409571930886e-02,-2.441694478180845007e-01,4.975506710864496807e-04
2.559667280237781783e-02,-2.440113806529647378e-01,8.949599780693484607e-04
2.182300058379175317e-02,-2.437932692806246138e-01,1.443693398154921592e-03
1.814433186572191395e-02,-2.434988256019924857e-01,2.196948422835354187e-03
1.462487838276624666e-02,-2.431194505407879847e-01,3.219271350573149615e-03
1.142375287863223177e-02,-2.426764483466625766e-01,4.572577954694151403e-03
8.908401144002162445e-03,-2.422622072445073660e-01,6.277983840342227229e-03
7.769555364930219761e-03,-2.420806918495361504e-01,8.260397025488669387e-03
8.800349120704950220e-03,-2.423732898901075350e-01,1.037300103995852929e-02
1.121077530315684259e-02,-2.428880224592446235e-01,1.278101388176050568e-02
1.432426830241885496e-02,-2.434164521543938087e-01,1.555840466930941135e-02
1.778254975749244196e-02,-2.438647261635174535e-01,1.866955078750612285e-02
2.142724851508667067e-02,-2.442115965277000811e-01,2.203064587353653625e-02
2.518983143478464512e-02,-2.444668759524379897e-01,2.555170784874430390e-02
2.903546972866413028e-02,-2.446489511741233858e-01,2.915318250326520699e-02
3.294150732351910915e-02,-2.447756920648715973e-01,3.276930504865660509e-02
3.689090418680726624e-02,-2.448618064674012440e-01,3.634679805551674359e-02
4.087053737169826090e-02,-2.449186420833248667e-01,3.984260620719290436e-02
4.487057585146086991e-02,-2.449546958143765663e-01,4.322180995067329001e-02
4.888392421486967981e-02,-2.449762165204458775e-01,4.645592363366823907e-02
5.290562921739992014e-02,-2.449877322093954313e-01,4.952154276131959243e-02
5.693232275907153528e-02,-2.449924763252939730e-01,5.239927784512701803e-02
6.096175684607782475e-02,-2.449927234718153324e-01,5.507292496720950226e-02
6.499244551191322994e-02,-2.449900496361221425e-01,5.752883315150328358e-02
6.902340430117771819e-02,-2.449855304775248321e-01,5.975543316319276155e-02
7.305396890692054945e-02,-2.449798894367745394e-01,6.174289518516185016e-02
7.708367389564241279e-02,-2.449736059676766997e-01,6.348288614489067117e-02
8.111217513732531248e-02,-2.449669928476388980e-01,6.496840166109216219e-02
8.513920302351185576e-02,-2.449602501444485270e-01,6.619365221150358414e-02
8.916453674697570608e-02,-2.449535020216611625e-01,6.715398764330285375e-02
9.318799250156922787e-02,-2.449468212356344932e-01,6.784584816824976161e-02
9.720942041748258100e-02,-2.449402449878327337e-01,6.826673332006724659e-02
1.012287064659002922e-01,-2.449337847885091901e-01,6.841518297228130208e-02
1.052457765687282720e-01,-2.449274321702789581e-01,6.829076648937976168e-02
1.092606008493509917e-01,-2.449211614433828010e-01,6.789407753456977446e-02
1.132731964537737612e-01,-2.449149301698514414e-01,6.722673313171761977e-02
1.172836277231623092e-01,-2.449086775980041097e-01,6.629137643993446294e-02
1.212920027398151218e-01,-2.449023208762930170e-01,6.509168352385821810e-02
1.252984653929081760e-01,-2.448957483784885425e-01,6.363237539104771301e-02
1.293031820728504644e-01,-2.448888088265716578e-01,6.191923795900922123e-02
1.333063218191109234e-01,-2.448812939755505291e-01,5.995915470974755301e-02
1.373080280941608444e-01,-2.448729112702210942e-01,5.776015998585126709e-02
1.413083791847405679e-01,-2.448632408837345120e-01,5.533152571324068125e-02
1.453073323765425029e-01,-2.448516686045573154e-01,5.268390152745838773e-02
1.493046443454626726e-01,-2.448372817613904129e-01,4.982953881119048245e-02
1.532997564468637219e-01,-2.448187093509964773e-01,4.678264430525075346e-02
1.572916281886858336e-01,-2.447938796635322212e-01,4.355993031452554121e-02
1.612784930378451942e-01,-2.447596602739443017e-01,4.018145772435866014e-02
1.652574908688258237e-01,-2.447113417592123308e-01,3.667190576398275670e-02
1.692240812616057910e-01,-2.446419437940049457e-01,3.306244539347118205e-02
1.731710153092005933e-01,-2.445413981905438794e-01,2.939342559941079958e-02
1.770863534660465366e-01,-2.443958729003190555e-01,2.571805420846866308e-02
1.809494602386352846e-01,-2.441879571467765742e-01,2.210703345085397731e-02
1.847231702934269693e-01,-2.438992037784686595e-01,1.865336710699422307e-02
1.883404505455458788e-01,-2.435173234952961174e-01,1.547453641792012613e-02
1.916890092138895663e-01,-2.430495701825239330e-01,1.270428052242913997e-02
1.946192410586990440e-01,-2.425369019520206282e-01,1.045455889065723121e-02
1.970665237077698917e-01,-2.420406395184196424e-01,8.700536148426113447e-03
